ID,Name,Macroarea,ISO,Family,Genus
mgk,Mungaka,Africa,mhk,Niger-Congo,Wide Grassfields
lns,Lamnso',Africa,lns,Niger-Congo,Wide Grassfields
fef,Fe'fe',Africa,fmp,Niger-Congo,Wide Grassfields
kou,Kom,Africa,bkm,Niger-Congo,Wide Grassfields
baf,Bafut,Africa,bfd,Niger-Congo,Wide Grassfields
bmn,Bamun,Africa,bax,Niger-Congo,Wide Grassfields
mbi,Mbili,Africa,baw,Niger-Congo,Wide Grassfields
bab,Babungo,Africa,bav,Niger-Congo,Wide Grassfields
agh,Aghem,Africa,agq,Niger-Congo,Wide Grassfields
win,Wintu,North America,wnw,Penutian,Wintuan
ptw,Patwin,North America,pwi,Penutian,Wintuan
oca,Ocaina,South America,oca,Witotoan,Witoto
hmu,Huitoto (Muinane),South America,hux,Witotoan,Witoto
hum,Huitoto (Murui),South America,huu,Witotoan,Witoto
hmi,Huitoto (Minica),South America,hto,Witotoan,Witoto
wiy,Wiyot,North America,wiy,Algic,Wiyot
wog,Wogamusin,Papunesia,wog,Sepik,Wogamusin-Chenapian
wlf,Wolof,Africa,wol,Niger-Congo,Wolof
wor,Worora,Australia,wro,Worrorran,Worrorran
ung,Ungarinjin,Australia,ung,Worrorran,Worrorran
gnn,Gunin,Australia,gww,Worrorran,Worrorran
nag,Nagatman,Papunesia,nce,Yale,Yale
yah,Yahgan,South America,yag,Yámana,Yámana
yan,Yana,North America,ynn,Hokan,Yana
amu,Amuesha,South America,ame,Arawakan,Yanesha'
wrd,Wardaman,Australia,wrr,Yangmanic,Yangmanic
snm,Sanuma,South America,xsu,Yanomam,Yanomam
ynm,Yanomámi,South America,wca,Yanomam,Yanomam
shi,Shiriana,South America,shb,Yanomam,Yanomam
yap,Yapese,Papunesia,yap,Austronesian,Yapese
yar,Yareba,Papunesia,yrb,Trans-New Guinea,Yareban
yrr,Yaruro,South America,yae,Yaruro,Yaruro
yaw,Yawa,Papunesia,yva,Yawa,Yawa
yei,Yei,Papunesia,jei,Yam,Yei
yel,Yelî Dnye,Papunesia,yle,Yele,Yele
nam,Namia,Papunesia,nnm,Sepik,Yellow River
yug,Yugh,Eurasia,yug,Yeniseian,Yeniseian
ket,Ket,Eurasia,ket,Yeniseian,Yeniseian
ktt,Kott,Eurasia,,Yeniseian,Yeniseian
wik,Wikchamni,North America,yok,Penutian,Yokuts
yok,Yokuts (Yaudanchi),North America,yok,Penutian,Yokuts
ywl,Yawelmani,North America,yok,Penutian,Yokuts
yuc,Yuchi,North America,yuc,Yuchi,Yuchi
yko,Yukaghir (Kolyma),Eurasia,yux,Yukaghir,Yukaghir
ytu,Yukaghir (Tundra),Eurasia,ykg,Yukaghir,Yukaghir
yki,Yuki,North America,yuk,Wappo-Yukian,Yuki
que,Quechan,North America,yum,Hokan,Yuman
hav,Havasupai,North America,yuf,Hokan,Yuman
hlp,Hualapai,North America,yuf,Hokan,Yuman
yav,Yavapai,North America,yuf,Hokan,Yuman
mar,Maricopa,North America,mrc,Hokan,Yuman
moj,Mojave,North America,mov,Hokan,Yuman
klw,Kiliwa,North America,klb,Hokan,Yuman
die,Diegueño (Mesa Grande),North America,dih,Hokan,Yuman
tja,Tiipay (Jamul),North America,dih,Hokan,Yuman
ccp,Cocopa,North America,coc,Hokan,Yuman
yrc,Yuracare,South America,yuz,Yuracare,Yuracare
yrm,Yurimangí,South America,,Yurimangí,Yurimangí
yur,Yurok,North America,yur,Algic,Yurok
jrn,Juruna,South America,jur,Tupian,Yuruna
ayr,Ayoreo,South America,ayo,Zamucoan,Zamucoan
zpr,Zaparo,South America,zro,Zaparoan,Zaparoan
iqu,Iquito,South America,iqu,Zaparoan,Zaparoan
arb,Arabela,South America,arl,Zaparoan,Zaparoan
zte,Zapotec (Texmelucan),North America,zpz,Oto-Manguean,Zapotecan
zzo,Zapotec (Zoogocho),North America,zpq,Oto-Manguean,Zapotecan
zam,Zapotec (Mixtepec),North America,zpm,Oto-Manguean,Zapotecan
zaq,Zapotec (Quiegolani),North America,zpi,Oto-Manguean,Zapotecan
zpi,Zapotec (Ixtlan),North America,zpd,Oto-Manguean,Zapotecan
zap,Zapotec (Mitla),North America,zaw,Oto-Manguean,Zapotecan
zya,Zapotec (Yatzachi),North America,zav,Oto-Manguean,Zapotecan
zai,Zapotec (Isthmus),North America,zai,Oto-Manguean,Zapotecan
zsq,Zapotec (San Lucas Quiaviní),North America,zab,Oto-Manguean,Zapotecan
zaj,Zapotec (Juárez),North America,zaa,Oto-Manguean,Zapotecan
cht,Chatino (Nopala),North America,cya,Oto-Manguean,Zapotecan
cso,Chatino (Sierra Occidental),North America,ctp,Oto-Manguean,Zapotecan
cya,Chatino (Yaitepec),North America,ctp,Oto-Manguean,Zapotecan
ctt,Chatino (Tataltepec),North America,cta,Oto-Manguean,Zapotecan
nze,Naga (Zeme),Eurasia,nzm,Sino-Tibetan,Zemeic
kbi,Kabui,Eurasia,nbu,Sino-Tibetan,Zemeic
zun,Zuni,North America,zun,Zuni,Zuni
huc,Err:509,Africa,huc,Kxa,Err:509
