ID,Name,Macroarea,ISO,Family,Genus
ken,Kenga,Africa,kyq,Central Sudanic,Bongo-Bagirmi
gul,Gula (in Central African Republic),Africa,kcm,Central Sudanic,Bongo-Bagirmi
kar,Kara (in Central African Republic),Africa,kah,Central Sudanic,Bongo-Bagirmi
bgr,Bagiro,Africa,fuu,Central Sudanic,Bongo-Bagirmi
bgo,Bongo,Africa,bot,Central Sudanic,Bongo-Bagirmi
bag,Bagirmi,Africa,bmi,Central Sudanic,Bongo-Bagirmi
jmo,Jur Mödö,Africa,bex,Central Sudanic,Bongo-Bagirmi
bka,Baka (in South Sudan),Africa,bdh,Central Sudanic,Bongo-Bagirmi
bor,Bora,South America,boa,Boran,Boran
mui,Muinane,South America,bmr,Boran,Boran
wrs,Waris,Papunesia,wrs,Border,Border
mem,Manem,Papunesia,jet,Border,Border
imo,Imonda,Papunesia,imn,Border,Border
awy,Awyi,Papunesia,auw,Border,Border
amn,Amanab,Papunesia,amn,Border,Border
brr,Bororo,South America,bor,Bororoan,Bororoan
edo,Edolo,Papunesia,etr,Trans-New Guinea,Bosavi
kll,Kaluli,Papunesia,bco,Trans-New Guinea,Bosavi
kac,Kachari,Eurasia,xac,Sino-Tibetan,Brahmaputran
tvt,Tutsa,Eurasia,tvt,Sino-Tibetan,Brahmaputran
kok,Kokborok,Eurasia,trp,Sino-Tibetan,Brahmaputran
jug,Jugli,Eurasia,nst,Sino-Tibetan,Brahmaputran
lun,Lungchang,Eurasia,nst,Sino-Tibetan,Brahmaputran
noc,Nocte,Eurasia,njb,Sino-Tibetan,Brahmaputran
chg,Chang,Eurasia,nbc,Sino-Tibetan,Brahmaputran
jng,Jingpho,Eurasia,kac,Sino-Tibetan,Brahmaputran
gar,Garo,Eurasia,grt,Sino-Tibetan,Brahmaputran
dms,Dimasa,Eurasia,dis,Sino-Tibetan,Brahmaputran
deu,Deuri,Eurasia,der,Sino-Tibetan,Brahmaputran
bod,Bodo,Eurasia,brx,Sino-Tibetan,Brahmaputran
mrr,Maringarr,Australia,zmt,Western Daly,Bringen
mrh,Marrithiyel,Australia,mfr,Western Daly,Bringen
lua,Lua,Africa,nie,Niger-Congo,Bua
gir,Gula Iro,Africa,glj,Niger-Congo,Bua
mkl,Maklew,Papunesia,mgf,Bulaka River,Bulaka River
ylm,Yelmek,Papunesia,jel,Bulaka River,Bulaka River
goo,Gooniyandi,Australia,gni,Bunuban,Bunuban
bnb,Bunuba,Australia,bck,Bunuban,Bunuban
grg,Gurr-goni,Australia,gge,Mangrida,Burarran
bua,Burarra,Australia,bvr,Mangrida,Burarran
lal,Lalo,Eurasia,ywt,Sino-Tibetan,Burmese-Lolo
yiw,Yi (Wuding-Luquan),Eurasia,ywq,Sino-Tibetan,Burmese-Lolo
akm,Arakanese (Marma),Eurasia,rmz,Sino-Tibetan,Burmese-Lolo
nus,Nusu,Eurasia,nuf,Sino-Tibetan,Burmese-Lolo
brm,Burmese,Eurasia,mya,Sino-Tibetan,Burmese-Lolo
mru,Maru,Eurasia,mhx,Sino-Tibetan,Burmese-Lolo
lis,Lisu,Eurasia,lis,Sino-Tibetan,Burmese-Lolo
lah,Lahu,Eurasia,lhu,Sino-Tibetan,Burmese-Lolo
jin,Jino,Eurasia,jiu,Sino-Tibetan,Burmese-Lolo
yi,Nuosu,Eurasia,iii,Sino-Tibetan,Burmese-Lolo
han,Hani,Eurasia,hni,Sino-Tibetan,Burmese-Lolo
akh,Akha,Eurasia,ahk,Sino-Tibetan,Burmese-Lolo
acn,Achang,Eurasia,acn,Sino-Tibetan,Burmese-Lolo
biu,Bisu,Eurasia,,Sino-Tibetan,Burmese-Lolo
bur,Burushaski,Eurasia,bsk,Burushaski,Burushaski
nuk,Nukak,South America,mbr,Cacua-Nukak,Cacua-Nukak
cac,Cacua,South America,cbv,Cacua-Nukak,Cacua-Nukak
cad,Caddo,North America,cad,Caddoan,Caddo
yaq,Yaqui,North America,yaq,Uto-Aztecan,Cahita
myo,Mayo,North America,mfy,Uto-Aztecan,Cahita
jeb,Jebero,South America,jeb,Cahuapanan,Cahuapanan
chy,Chayahuita,South America,cbt,Cahuapanan,Cahuapanan
cam,Camsá,South America,kbh,Camsá,Camsá
can,Candoshi,South America,cbu,Candoshi,Candoshi
noo,Noon,Africa,snf,Niger-Congo,Cangin
ndt,Ndut,Africa,ndv,Niger-Congo,Cangin
plr,Palor,Africa,fap,Niger-Congo,Cangin
ykp,Yukpa,South America,yup,Cariban,Cariban
wyn,Wayana,South America,way,Cariban,Cariban
wai,Wai Wai,South America,waw,Cariban,Cariban
tir,Tiriyo,South America,tri,Cariban,Cariban
pnr,Panare,South America,pbh,Cariban,Cariban
cde,Carib (De'kwana),South America,mch,Cariban,Cariban
mpy,Mapoyo,South America,mcg,Cariban,Cariban
mac,Macushi,South America,mbc,Cariban,Cariban
kkq,Kuikúro,South America,kui,Cariban,Cariban
jpr,Japreria,South America,jru,Cariban,Cariban
hix,Hixkaryana,South America,hix,Cariban,Cariban
crj,Carijona,South America,cbd,Cariban,Cariban
guq,Guaque,South America,cbd,Cariban,Cariban
hia,Hianacoto,South America,cbd,Cariban,Cariban
umu,Umaua,South America,cbd,Cariban,Cariban
car,Carib,South America,car,Cariban,Cariban
bki,Bakairí,South America,bkq,Cariban,Cariban
apl,Apalaí,South America,apy,Cariban,Cariban
pem,Pemon,South America,aoc,Cariban,Cariban
akw,Akawaio,South America,ake,Cariban,Cariban
ctw,Catawba,North America,chc,Siouan,Catawban
cyv,Cayuvava,South America,cyb,Cayuvava,Cayuvava
wlo,Wolio,Papunesia,wlo,Austronesian,Celebic
uma,Uma,Papunesia,ppk,Austronesian,Celebic
pna,Pamona,Papunesia,pmf,Austronesian,Celebic
pad,Padoe,Papunesia,pdo,Austronesian,Celebic
npu,Napu,Papunesia,npy,Austronesian,Celebic
mna,Muna,Papunesia,mnb,Austronesian,Celebic
kli,Kaili,Papunesia,lew,Austronesian,Celebic
lje,Lauje,Papunesia,law,Austronesian,Celebic
daa,Da'a,Papunesia,kzf,Austronesian,Celebic
blk,Balantak,Papunesia,blz,Austronesian,Celebic
bgg,Banggai,Papunesia,bgz,Austronesian,Celebic
tuk,Tukang Besi,Papunesia,,Austronesian,Celebic
mnx,Manx,Eurasia,glv,Indo-European,Celtic
ird,Irish (Donegal),Eurasia,gle,Indo-European,Celtic
iri,Irish,Eurasia,gle,Indo-European,Celtic
irm,Irish (Munster),Eurasia,gle,Indo-European,Celtic
gae,Gaelic (Scots),Eurasia,gla,Indo-European,Celtic
wec,Welsh (Colloquial),Eurasia,cym,Indo-European,Celtic
wel,Welsh,Eurasia,cym,Indo-European,Celtic
crn,Cornish,Eurasia,cor,Indo-European,Celtic
bre,Breton,Eurasia,bre,Indo-European,Celtic
wur,Waurá,South America,wau,Arawakan,Central Arawakan
prc,Paresi,South America,pab,Arawakan,Central Arawakan
bln,Bilin,Africa,byn,Afro-Asiatic,Central Cushitic
awn,Awngi,Africa,awn,Afro-Asiatic,Central Cushitic
kem,Kemant,Africa,ahg,Afro-Asiatic,Central Cushitic
obg,Ogbronuagum,Africa,ogu,Niger-Congo,Central Delta
ogb,Ogbia,Africa,ogb,Niger-Congo,Central Delta
duk,Duka,Africa,dud,Niger-Congo,Central Kainji
amo,Amo,Africa,amo,Niger-Congo,Central Kainji
kpm,Kapampangan,Papunesia,pam,Austronesian,Central Luzon
keo,Keo,Papunesia,xxk,Austronesian,Central Malayo-Polynesian
kam,Kambera,Papunesia,xbr,Austronesian,Central Malayo-Polynesian
tgn,Tugun,Papunesia,tzn,Austronesian,Central Malayo-Polynesian
tgw,Tarangan (West),Papunesia,txn,Austronesian,Central Malayo-Polynesian
rti,Roti,Papunesia,twu,Austronesian,Central Malayo-Polynesian
ttd,Tetun Dili,Papunesia,tet,Austronesian,Central Malayo-Polynesian
ttn,Tetun,Papunesia,tet,Austronesian,Central Malayo-Polynesian
sru,Selaru,Papunesia,slu,Austronesian,Central Malayo-Polynesian
lmh,Lamaholot,Papunesia,slp,Austronesian,Central Malayo-Polynesian
sik,Sika,Papunesia,ski,Austronesian,Central Malayo-Polynesian
plh,Paulohi,Papunesia,plh,Austronesian,Central Malayo-Polynesian
nua,Nuaulu,Papunesia,nxl,Austronesian,Central Malayo-Polynesian
ngd,Ngad'a,Papunesia,nxg,Austronesian,Central Malayo-Polynesian
mng,Manggarai,Papunesia,mqy,Austronesian,Central Malayo-Polynesian
buu,Buru,Papunesia,mhs,Austronesian,Central Malayo-Polynesian
let,Leti,Papunesia,lti,Austronesian,Central Malayo-Polynesian
wet,Wetan,Papunesia,lex,Austronesian,Central Malayo-Polynesian
koo,Kola,Papunesia,kvv,Austronesian,Central Malayo-Polynesian
dob,Dobel,Papunesia,kvo,Austronesian,Central Malayo-Polynesian
ked,Kedang,Papunesia,ksx,Austronesian,Central Malayo-Polynesian
ksr,Kisar,Papunesia,kje,Austronesian,Central Malayo-Polynesian
kei,Kei,Papunesia,kei,Austronesian,Central Malayo-Polynesian
ymd,Yamdena,Papunesia,jmd,Austronesian,Central Malayo-Polynesian
saw,Sawu,Papunesia,hvn,Austronesian,Central Malayo-Polynesian
frd,Fordata,Papunesia,frd,Austronesian,Central Malayo-Polynesian
bim,Bima,Papunesia,bhp,Austronesian,Central Malayo-Polynesian
tse,Timorese,Papunesia,aoz,Austronesian,Central Malayo-Polynesian
aln,Alune,Papunesia,alp,Austronesian,Central Malayo-Polynesian
lrk,Larike,Papunesia,alo,Austronesian,Central Malayo-Polynesian
ao,Ao,Eurasia,njo,Sino-Tibetan,Central Naga
lot,Lotha,Eurasia,njh,Sino-Tibetan,Central Naga
kaq,Kaurna,Australia,zku,Pama-Nyungan,Central Pama-Nyungan
inn,Innamincka,Australia,ynd,Pama-Nyungan,Central Pama-Nyungan
wan,Wangkumara,Australia,xwk,Pama-Nyungan,Central Pama-Nyungan
wir,Wirangu,Australia,wgu,Pama-Nyungan,Central Pama-Nyungan
wgg,Wangkangurru,Australia,wgg,Pama-Nyungan,Central Pama-Nyungan
ppi,Pitta Pitta,Australia,pit,Pama-Nyungan,Central Pama-Nyungan
kyt,Kaytej,Australia,gbb,Pama-Nyungan,Central Pama-Nyungan
pkn,Paakantyi,Australia,drl,Pama-Nyungan,Central Pama-Nyungan
diy,Diyari,Australia,dif,Pama-Nyungan,Central Pama-Nyungan
bnl,Banggarla,Australia,bjb,Pama-Nyungan,Central Pama-Nyungan
awe,Arrernte (Western),Australia,are,Pama-Nyungan,Central Pama-Nyungan
abn,Arabana,Australia,ard,Pama-Nyungan,Central Pama-Nyungan
aly,Alyawarra,Australia,aly,Pama-Nyungan,Central Pama-Nyungan
amp,Arrernte (Mparntwe),Australia,aer,Pama-Nyungan,Central Pama-Nyungan
adn,Adynyamathanha,Australia,adt,Pama-Nyungan,Central Pama-Nyungan
arr,Arrernte,Australia,,Pama-Nyungan,Central Pama-Nyungan
twa,Twana,North America,twa,Salishan,Central Salish
lum,Lummi,North America,str,Salishan,Central Salish
sch,Saanich,North America,str,Salishan,Central Salish
sgs,Songish,North America,str,Salishan,Central Salish
soo,Sooke,North America,str,Salishan,Central Salish
sss,Salish (Samish Straits),North America,str,Salishan,Central Salish
sst,Salish (Straits),North America,str,Salishan,Central Salish
squ,Squamish,North America,squ,Salishan,Central Salish
sps,Salish (Southern Puget Sound),North America,slh,Salishan,Central Salish
lus,Lushootseed,North America,lut,Salishan,Central Salish
hli,Halkomelem (Island),North America,hur,Salishan,Central Salish
hlu,Halkomelem (Upriver),North America,hur,Salishan,Central Salish
msq,Musqueam,North America,hur,Salishan,Central Salish
cmx,Comox,North America,coo,Salishan,Central Salish
cla,Clallam,North America,clm,Salishan,Central Salish
iau,Iau,Papunesia,tmu,Lakes Plain,Central Tariku
olo,Olo,Papunesia,ong,Torricelli,Central Wapei
au,Au,Papunesia,avt,Torricelli,Central Wapei
cha,Chamorro,Papunesia,cha,Austronesian,Chamorro
war,Wari',South America,pav,Chapacura-Wanham,Chapacura-Wanham
msc,Muisca,South America,chb,Chibchan,Chibcha-Duit
cjo,Chichimeca-Jonaz,North America,pei,Oto-Manguean,Chichimec
cmk,Chemakum,North America,xch,Chimakuan,Chimakuan
qui,Quileute,North America,qui,Chimakuan,Chimakuan
chi,Chimariko,North America,cid,Hokan,Chimariko
kgl,Umbu Ungu,Papunesia,ubu,Trans-New Guinea,Chimbu-Wahgi
tba,Tabare,Papunesia,sst,Trans-New Guinea,Chimbu-Wahgi
syu,Salt-Yui,Papunesia,sll,Trans-New Guinea,Chimbu-Wahgi
mav,Maring,Papunesia,mbw,Trans-New Guinea,Chimbu-Wahgi
kmn,Kuman,Papunesia,kue,Trans-New Guinea,Chimbu-Wahgi
gln,Golin,Papunesia,gvf,Trans-New Guinea,Chimbu-Wahgi
cve,Chuave,Papunesia,cjv,Trans-New Guinea,Chimbu-Wahgi
wah,Wahgi,Papunesia,,Trans-New Guinea,Chimbu-Wahgi
cma,Chimila,South America,cbg,Chibchan,Chimila
csf,Chinantec (San Felipe Usila),North America,cuc,Oto-Manguean,Chinantecan
csc,Chinantec (Sochiapan),North America,cso,Oto-Manguean,Chinantecan
cpl,Chinantec (Palantla),North America,cpa,Oto-Manguean,Chinantecan
cte,Chinantec (Tepetotutla),North America,cnt,Oto-Manguean,Chinantecan
cle,Chinantec (Lealao),North America,cle,Oto-Manguean,Chinantecan
chq,Chinantec (Quiotepec),North America,chq,Oto-Manguean,Chinantecan
ccm,Chinantec (Comaltepec),North America,cco,Oto-Manguean,Chinantecan
cnt,Cantonese,Eurasia,yue,Sino-Tibetan,Chinese
wuc,Wu,Eurasia,wuu,Sino-Tibetan,Chinese
hok,Min (Southern),Eurasia,nan,Sino-Tibetan,Chinese
hak,Hakka,Eurasia,hak,Sino-Tibetan,Chinese
kug,Kunming,Eurasia,cmn,Sino-Tibetan,Chinese
mnd,Mandarin,Eurasia,cmn,Sino-Tibetan,Chinese
fuz,Fuzhou,Eurasia,cdo,Sino-Tibetan,Chinese
cku,Chinook (Upper),North America,wac,Penutian,Chinookan
ckl,Chinook (Lower),North America,chh,Penutian,Chinookan
ktm,Kathlamet,North America,,Penutian,Chinookan
cqt,Chiquitano,South America,cax,Chiquitano,Chiquitano
ctm,Chitimacha,North America,ctm,Chitimacha,Chitimacha
epe,Epena Pedee,South America,sja,Choco,Choco
wau,Waunana,South America,noa,Choco,Choco
emb,Emberá (Northern),South America,emp,Choco,Choco
cat,Catio,South America,cto,Choco,Choco
emc,Embera Chami,South America,cmi,Choco,Choco
teh,Tehuelche,South America,teh,Chonan,Chonan Proper
sel,Selknam,South America,ona,Chonan,Chonan Proper
cin,Chumash (Ineseño),North America,inz,Chumash,Chumash
cba,Chumash (Barbareño),North America,boi,Chumash,Chumash
coa,Coahuilteco,North America,xcw,Coahuiltecan,Coahuiltecan
cof,Cofán,South America,con,Cofán,Cofán
cmc,Comecrudo,North America,xcm,Hokan,Comecrudan
coo,Coos (Hanis),North America,csz,Oregon Coast,Coosan
hui,Huichol,North America,hch,Uto-Aztecan,Corachol
cor,Cora,North America,crn,Uto-Aztecan,Corachol
wer,Weri,Papunesia,wer,Trans-New Guinea,Core Goilalan
kmp,Kunimaipa,Papunesia,kup,Trans-New Guinea,Core Goilalan
mut,Mutsun,North America,css,Penutian,Costanoan
cos,Rumsien,North America,,Penutian,Costanoan
tpi,Tok Pisin,Papunesia,tpi,other,Creoles and Pidgins
bro,Broken,Australia,tcs,other,Creoles and Pidgins
sra,Sranan,South America,srn,other,Creoles and Pidgins
srm,Saramaccan,South America,srm,other,Creoles and Pidgins
kfc,Kriol (Fitzroy Crossing),Australia,rop,other,Creoles and Pidgins
knq,Kriol (Ngukurr),Australia,rop,other,Creoles and Pidgins
pri,Príncipense,Africa,pre,other,Creoles and Pidgins
gbc,Guinea Bissau Crioulo,Africa,pov,other,Creoles and Pidgins
npi,Nigerian Pidgin,Africa,pcm,other,Creoles and Pidgins
pap,Papiamentu,North America,pap,other,Creoles and Pidgins
npn,Naga Pidgin,Eurasia,nag,other,Creoles and Pidgins
mcr,Mauritian Creole,Africa,mfe,other,Creoles and Pidgins
mlc,Malacca Creole,Eurasia,mcm,other,Creoles and Pidgins
ktb,Kituba,Africa,ktu,other,Creoles and Pidgins
nub,Nubi,Africa,kcn,other,Creoles and Pidgins
jcr,Jamaican Creole,North America,jam,other,Creoles and Pidgins
hwc,Hawaiian Creole,North America,hwc,other,Creoles and Pidgins
hcr,Haitian Creole,North America,hat,other,Creoles and Pidgins
gfr,Guianese French Creole,South America,gcr,other,Creoles and Pidgins
gdl,Guadeloupe Creole,North America,gcf,other,Creoles and Pidgins
mqc,Martinique Creole,North America,gcf,other,Creoles and Pidgins
ndy,Ndyuka,South America,djk,other,Creoles and Pidgins
sey,Seychelles Creole,Eurasia,crs,other,Creoles and Pidgins
tay,Tayo,Papunesia,cks,other,Creoles and Pidgins
cvc,Chavacano,Papunesia,cbk,other,Creoles and Pidgins
mce,Mískito Coast English Creole,North America,bzk,other,Creoles and Pidgins
bdc,Berbice Dutch Creole,South America,brc,other,Creoles and Pidgins
bsm,Bislama,Papunesia,bis,other,Creoles and Pidgins
meb,Melayu Betawi,Papunesia,bew,other,Creoles and Pidgins
ago,Angolar,Africa,aoa,other,Creoles and Pidgins
lcr,Lesser Antillean French Creole,North America,,other,Creoles and Pidgins
rcp,Russian-Chinese Pidgin (Birobidjan),Eurasia,,other,Creoles and Pidgins
ctc,Cuicatec,North America,,Oto-Manguean,Cuicatec
cut,Cuitlatec,North America,cuy,Cuitlatec,Cuitlatec
dag,Daga,Papunesia,dgz,Trans-New Guinea,Dagan
dah,Dahalo,Africa,dal,Afro-Asiatic,Dahalo
sht,Shatt,Africa,shj,Eastern Sudanic,Daju
sil,Sila,Africa,dau,Eastern Sudanic,Daju
ddf,Daju (Dar Fur),Africa,daj,Eastern Sudanic,Daju
yli,Yali,Papunesia,yli,Trans-New Guinea,Dani
dni,Dani (Lower Grand Valley),Papunesia,dni,Trans-New Guinea,Dani
drg,Dargwa,Eurasia,dar,Nakh-Daghestanian,Dargwic
day,Day,Africa,dai,Niger-Congo,Day
yor,Yoruba,Africa,yor,Niger-Congo,Defoid
ise,Isekiri,Africa,its,Niger-Congo,Defoid
dhm,Dhimal,Eurasia,dhi,Sino-Tibetan,Dhimalic
dig,Digaro,Eurasia,mhu,Sino-Tibetan,Digaroan
idu,Idu,Eurasia,clk,Sino-Tibetan,Digaroan
diz,Dizi,Africa,mdx,Afro-Asiatic,Dizoid
dji,Djingili,Australia,jig,Mirndi,Djingili
dts,Toro So,Africa,dts,Dogon,Dogon
tms,Tommo So,Africa,dto,Dogon,Dogon
jms,Jamsay,Africa,djm,Dogon,Dogon
dds,Donno So,Africa,dds,Dogon,Dogon
bkb,Betta Kurumba,Eurasia,xub,Dravidian,Dravidian
tel,Telugu,Eurasia,tel,Dravidian,Dravidian
tul,Tulu,Eurasia,tcy,Dravidian,Dravidian
tda,Toda,Eurasia,tcx,Dravidian,Dravidian
tml,Tamil,Eurasia,tam,Dravidian,Dravidian
tsp,Tamil (Spoken),Eurasia,tam,Dravidian,Dravidian
pen,Pengo,Eurasia,peg,Dravidian,Dravidian
prd,Parji (Dravidian),Eurasia,pci,Dravidian,Dravidian
mym,Malayalam,Eurasia,mal,Dravidian,Dravidian
kuv,Kuvi,Eurasia,kxv,Dravidian,Dravidian
kui,Kui (in India),Eurasia,kxu,Dravidian,Dravidian
kur,Kurukh,Eurasia,kru,Dravidian,Dravidian
mto,Malto,Eurasia,kmj,Dravidian,Dravidian
koy,Koya,Eurasia,kff,Dravidian,Dravidian
kot,Kota,Eurasia,kfe,Dravidian,Dravidian
kda,Konda,Eurasia,kfc,Dravidian,Dravidian
kol,Kolami,Eurasia,kfb,Dravidian,Dravidian
kod,Kodava,Eurasia,kfa,Dravidian,Dravidian
knd,Kannada,Eurasia,kan,Dravidian,Dravidian
gon,Gondi,Eurasia,gno,Dravidian,Dravidian
gdk,Gadaba (Kondekor),Eurasia,gdb,Dravidian,Dravidian
brh,Brahui,Eurasia,brh,Dravidian,Dravidian
bdg,Badaga,Eurasia,bfq,Dravidian,Dravidian
wbn,Wambon,Papunesia,wms,Trans-New Guinea,Dumut
dun,Duna,Papunesia,duc,Duna-Bogaya,Duna
sgb,Sougb,Papunesia,mnx,East Bird's Head,East Bird's Head
mea,Meyah,Papunesia,mej,East Bird's Head,East Bird's Head
tmk,Tumak,Africa,tmc,Afro-Asiatic,East Chadic
mko,Mokilko,Africa,moz,Afro-Asiatic,East Chadic
mig,Migama,Africa,mmy,Afro-Asiatic,East Chadic
lel,Lele,Africa,lln,Afro-Asiatic,East Chadic
ker,Kera,Africa,ker,Afro-Asiatic,East Chadic
dnw,Dangaléat (Western),Africa,daa,Afro-Asiatic,East Chadic
bid,Bidiya,Africa,bid,Afro-Asiatic,East Chadic
sry,Siraya,Papunesia,fos,Austronesian,East Formosan
ami,Amis,Papunesia,ami,Austronesian,East Formosan
nmd,Samo,Papunesia,smq,Trans-New Guinea,East Strickland
skr,Sikaritai,Papunesia,tty,Lakes Plain,East Tariku
dou,Doutai,Papunesia,tds,Lakes Plain,East Tariku
obk,Obokuitai,Papunesia,afz,Lakes Plain,East Tariku
mkj,Makasae,Papunesia,mkz,Greater West Bomberai,East Timor
yil,Yil,Papunesia,yll,Torricelli,East Wapei
nin,Ningil,Papunesia,niz,Torricelli,East Wapei
mdl,Matngele,Australia,zml,Eastern Daly,Eastern Daly
kmw,Kamu,Australia,xmu,Eastern Daly,Eastern Daly
rmb,Rembarnga,Australia,rmb,Gunwinyguan,Eastern Gunwinyguan
ngl,Ngalakan,Australia,nig,Gunwinyguan,Eastern Gunwinyguan
ngn,Ngandi,Australia,nid,Gunwinyguan,Eastern Gunwinyguan
igs,Ingessana,Africa,tbi,Eastern Sudanic,Eastern Jebel
wna,Wan,Africa,wan,Mande,Eastern Mande
bnq,Beng,Africa,nhb,Mande,Eastern Mande
man,Mano,Africa,mev,Mande,Eastern Mande
gro,Guro,Africa,goa,Mande,Eastern Mande
dan,Dan,Africa,dnj,Mande,Eastern Mande
bus,Busa,Africa,bqp,Mande,Eastern Mande
bok,Boko,Africa,bqc,Mande,Eastern Mande
bis,Bisa,Africa,bib,Mande,Eastern Mande
tna,Turkana,Africa,tuv,Eastern Sudanic,Eastern Nilotic
tes,Teso,Africa,teo,Eastern Sudanic,Eastern Nilotic
nan,Nandi,Africa,niq,Eastern Sudanic,Eastern Nilotic
maa,Maasai,Africa,mas,Eastern Sudanic,Eastern Nilotic
kmj,Karimojong,Africa,kdj,Eastern Sudanic,Eastern Nilotic
bar,Bari,Africa,bfa,Eastern Sudanic,Eastern Nilotic
kyr,Karkar-Yuri,Papunesia,yuj,Pauwasi,Eastern Pauwasi
zag,Beria,Africa,zag,Saharan,Eastern Saharan
mer,Meryam Mir,Papunesia,ulk,Eastern Trans-Fly,Eastern Trans-Fly
urh,Urhobo,Africa,urh,Niger-Congo,Edoid
iso,Isoko,Africa,iso,Niger-Congo,Edoid
ets,Etsako,Africa,ets,Niger-Congo,Edoid
egn,Engenni,Africa,enn,Niger-Congo,Edoid
ora,Emai,Africa,ema,Niger-Congo,Edoid
deg,Degema,Africa,deg,Niger-Congo,Edoid
bni,Bini,Africa,bin,Niger-Congo,Edoid
gho,Ghotuo,Africa,aaa,Niger-Congo,Edoid
ega,Ega,Africa,ega,Niger-Congo,Ega
cop,Coptic,Africa,cop,Afro-Asiatic,Egyptian-Coptic
nke,Nkem,Africa,isi,Niger-Congo,Ekoid-Mbe
eja,Ejagham,Africa,etu,Niger-Congo,Ekoid-Mbe
toa,Toaripi,Papunesia,tqo,Eleman,Eleman
orl,Orokolo,Papunesia,oro,Eleman,Eleman
awi,Aekyom,Papunesia,awi,Kamula-Elevala,Elevala
kyk,Kyaka,Papunesia,kyc,Trans-New Guinea,Enga_Kewa-Huli
kew,Kewa,Papunesia,kew,Trans-New Guinea,Enga_Kewa-Huli
ena,Enga,Papunesia,enq,Trans-New Guinea,Enga_Kewa-Huli
eno,Enggano,Papunesia,eno,Austronesian,Enggano
ysi,Yupik (Sirenik),Eurasia,ysr,Eskimo-Aleut,Eskimo
yna,Yupik (Naukan),Eurasia,ynk,Eskimo-Aleut,Eskimo
gre,Greenlandic (East),Eurasia,kal,Eskimo-Aleut,Eskimo
grw,Greenlandic (West),Eurasia,kal,Eskimo-Aleut,Eskimo
gso,Greenlandic (South),Eurasia,kal,Eskimo-Aleut,Eskimo
kgt,Kangiryuarmiut,North America,ikt,Eskimo-Aleut,Eskimo
inr,Inuktitut (Aivilingmiutut),North America,ike,Eskimo-Aleut,Eskimo
ins,Inuktitut (Salluit),North America,ike,Eskimo-Aleut,Eskimo
iql,Inuktitut (Quebec-Labrador),North America,ike,Eskimo-Aleut,Eskimo
ych,Yup'ik (Chevak),North America,esu,Eskimo-Aleut,Eskimo
ypk,Yup'ik (Central),North America,esu,Eskimo-Aleut,Eskimo
yun,Yup'ik (Norton Sound),North America,esu,Eskimo-Aleut,Eskimo
ysl,Yupik (St. Lawrence Island),Eurasia,ess,Eskimo-Aleut,Eskimo
yus,Yupik (Siberian),Eurasia,ess,Eskimo-Aleut,Eskimo
inu,Iñupiaq,North America,esi,Eskimo-Aleut,Eskimo
atq,Alutiiq,North America,ems,Eskimo-Aleut,Eskimo
ess,Esselen,North America,esq,Esselen,Esselen
eya,Eyak,North America,eya,Na-Dene,Eyak
fas,Fasu,Papunesia,faa,Trans-New Guinea,Fasu
wnt,Wantoat,Papunesia,wnc,Trans-New Guinea,Finisterre
rwa,Rawa,Papunesia,rwo,Trans-New Guinea,Finisterre
nnk,Nankina,Papunesia,nnk,Trans-New Guinea,Finisterre
vot,Votic,Eurasia,vot,Uralic,Finnic
vep,Veps,Eurasia,vep,Uralic,Finnic
liv,Liv,Eurasia,liv,Uralic,Finnic
krl,Karelian,Eurasia,krl,Uralic,Finnic
izh,Izhor,Eurasia,izh,Uralic,Finnic
fin,Finnish,Eurasia,fin,Uralic,Finnic
est,Estonian,Eurasia,ekk,Uralic,Finnic
foe,Foe,Papunesia,foi,Trans-New Guinea,Foe
for,Fore,Papunesia,for,Trans-New Guinea,Fore-Gimi
ful,Fulniô,South America,fun,Fulniô,Fulniô
fur,Fur,Africa,fvr,Fur,Fur
ga,Gã,Africa,gaa,Niger-Congo,Ga-Dangme
gaa,Gaagudju,Australia,gbu,Gaagudju,Gaagudju
gad,Gade,Africa,ged,Niger-Congo,Gade
gah,Gahuku,Papunesia,gah,Trans-New Guinea,Gahuku
grr,Garrwa,Australia,wrk,Garrwan,Garrwan
usr,Usarufa,Papunesia,usa,Trans-New Guinea,Gauwa
gds,Gadsup,Papunesia,gaj,Trans-New Guinea,Gauwa
awa,Awa,Papunesia,awb,Trans-New Guinea,Gauwa
auy,Auyana,Papunesia,auy,Trans-New Guinea,Gauwa
aga,Agarabi,Papunesia,agd,Trans-New Guinea,Gauwa
ngb,Ngbaka (Minagende),Africa,nga,Niger-Congo,Gbaya-Manza-Ngbaka
gbk,Gbaya (Northwest),Africa,gya,Niger-Congo,Gbaya-Manza-Ngbaka
gbs,Gbaya (Southwest),Africa,gso,Niger-Congo,Gbaya-Manza-Ngbaka
mdo,Mbodomo,Africa,gmm,Niger-Congo,Gbaya-Manza-Ngbaka
gbb,Gbeya Bossangoa,Africa,gbp,Niger-Congo,Gbaya-Manza-Ngbaka
guw,Gungbe,Africa,guw,Niger-Congo,Gbe
fon,Fongbe,Africa,fon,Niger-Congo,Gbe
ewa,Ewe (Anlo),Africa,ewe,Niger-Congo,Gbe
ewe,Ewe,Africa,ewe,Niger-Congo,Gbe
ajg,Ajagbe,Africa,ajg,Niger-Congo,Gbe
